Solids,Sulfate,Hardness,Chloramines,Organic_carbon,Trihalomethanes,Turbidity,ph,Conductivity
37118.25543610952,253.15846862252465,187.1536165953963,4.600729970888528,11.410183554311573,77.28655066652708,3.659652967576408,5.895948983187193,531.1691008772798
15288.213773747357,342.4477002050769,158.3427412395423,7.599751702318177,9.237117976374748,38.10391717258014,5.458609690232223,6.340809022225877,334.937302203452
25815.389206539712,297.23921899210234,181.736388695606,8.53462900071612,9.343333976076622,46.63808080379271,4.16824218857341,4.16111196816975,399.2921708958753
11370.649169374314,392.8419067894597,218.4055447194577,6.866826341851623,16.09552022591805,66.54219804427565,3.266562403022029,7.035455515887571,284.5511731224262
7986.493239056313,419.8811751415976,239.05767951559437,10.365679862326058,18.828594072149823,43.4406440192261,3.8199853771647767,6.799375518361883,373.23213734140944
12770.831829545388,284.9459492993567,191.11933730430457,8.231574473126987,13.501270567670415,76.44396140716938,3.9235902023946743,4.3132191507406965,499.85479662246576
25863.34324460301,316.025512946158,191.00493039601548,4.823831505497687,18.36185806407758,48.6581086223875,3.1791287413400817,5.827541211542772,370.3572882122672
14310.62330102154,333.38942610169323,210.0392942912845,6.612899591983341,12.87934114747378,74.13478782022871,4.795025554920153,7.865094970430806,403.36059590961617
12135.72493031231,310.06868096007,180.0603770730961,6.259376143987399,17.660149200672265,66.58884906351074,3.1805801865505683,8.015780395152742,666.6906183307465
12603.400371363736,351.31882632743674,229.9786941456632,5.975488073209139,19.38933723250585,79.97164724934899,4.01706111949955,7.338826110612727,370.86063167906366
15228.912908891563,321.39940357304243,207.0507482906684,6.182409481989718,12.68372439366675,86.16597060753259,4.263180267696578,6.777506359435946,523.2417319701859
13539.81166432922,335.39647488556784,241.17571812846623,6.015548013766607,13.456483937323242,60.92371296313236,4.13193258707139,6.104925813644357,363.6334032471567
27062.065888519344,378.2417817104374,171.8141967737356,5.029568518180121,13.786737325791876,97.24134982418197,4.585321994452448,7.529929502630923,325.09975596843776
17862.3690025893,377.2411613367027,268.720881226567,4.5545736271835455,10.806313106364485,83.70223598882292,3.258858945031528,4.790840540243071,608.8468563126532
13319.495705340682,323.42436241769934,194.216275243167,5.56689579210772,17.130157597690697,61.42879054902781,4.365169641644011,8.90373377508948,317.3492443408267
31617.07541496605,331.8381671295742,233.97780970903895,8.533888277656953,12.225341786167746,31.802024220675303,3.5313846614470856,7.288736661267014,490.0470946153679
27080.26872221177,345.17988734636043,196.60694201188775,7.3827548827212,8.547283221007035,60.1447024187457,2.3915400059994005,7.617148870829691,329.0166463536928
28915.643223524883,316.5252085300638,194.30280093517115,7.301688665870163,18.45230959833248,63.06245844988919,2.9376862046237355,10.16483855701825,279.165435690376
16173.727092975756,318.788932932303,194.50014381121505,6.341797302117964,12.042914193746071,52.51226110746224,4.240821477653531,5.770620969105658,387.13048289345454
26473.71323896156,352.3065857102104,201.56872409536356,6.967094561617943,17.665083383155775,68.66492347632061,5.2631015720413785,8.640886408909486,309.9832868165358
50166.53332259415,331.8381671295742,193.0617225141936,6.301884151771911,14.22591746328584,98.6254571436827,3.661882213528828,9.293621613337674,365.4392022941725
25498.329539880902,341.0395800188736,258.4472651656338,4.92216687925756,18.993663252019417,67.40067335298797,3.691946509639444,7.036752103833548,425.7970193068897
5100.094172699328,336.11899995503416,225.08023382786996,7.452236189756758,11.079951548589236,36.34101183491626,4.012340383352797,6.008973609999536,325.13449216679084
23838.817261442717,331.8381671295742,169.57852620148634,8.162687601962327,14.520903562989416,63.94526992939281,2.9221949791917066,8.713482927093239,478.98301854797273
32071.17936938363,290.33739818972595,211.81655121440585,7.769214768699737,17.87194970488372,78.49278325925616,4.111691344532814,7.94388247715476,353.3364843492816
15719.493609488409,339.0015749083587,194.63512208040103,6.7463438053848845,22.89101080761469,75.47282538912631,3.2448668321310623,6.771050289732039,441.7303913836519
20288.235569468678,347.04102025515056,190.43167918167316,6.298365795305266,17.70683826106898,84.3881914284642,4.104834816564649,5.791154373453377,544.8574805951714
15349.142584940451,331.8381671295742,197.33955943396484,7.446411726791615,11.367274976235592,79.1558219762784,4.93555654349587,6.85144260294889,373.5498674419218
23308.296877049183,355.4438312769718,218.61969925707663,7.177445308764305,10.742145849226802,40.77385620785008,4.21167195883605,6.539115261496296,585.1664269959149
39997.78369749367,319.20293529760403,204.25989937053495,7.027226155631311,15.40039620342526,41.95229157332619,3.945460483724316,5.548181849115771,431.9724288771597
27752.000239563826,372.2640993858731,166.45277418872513,5.350923532087751,13.748667952485505,75.0245446082447,4.180567592572657,8.697122159630041,393.5557957093136
15229.70286870656,366.5011179434794,224.4329492970915,5.879183845348483,10.257514712309728,71.78094925825795,3.027371480146623,6.189699260391608,649.8057645659717
24699.52390299096,298.32933942288184,226.08442939284657,6.707523245610187,14.53607987930991,71.0454803734078,3.6908618596006346,6.115180039114616,429.70668076734177
36269.70131666216,277.4992970967101,192.52170324831772,4.973866332075417,14.786347362452377,80.98021278292363,3.352764605845478,6.630122155828689,320.4708529632049
26885.834938137457,291.9186740620703,156.3881195304711,4.894281397150534,14.277102893339986,53.48194273919201,4.709676028114963,7.036752103833548,554.2213897459995
21174.40848046621,333.38942610169323,210.979746804659,7.618884588424177,15.11084888722496,90.25245503627784,4.217553378155117,7.035455515887571,572.743407158898
17121.505917055238,374.7758755692835,170.49631109661308,9.536011425597028,10.972150061025957,63.29329628162972,5.956753497788005,5.701100970110508,378.87385464972425
32981.25837721575,368.3870379630723,110.86578832349096,2.62126755562118,12.118720324168464,33.499381020424245,5.0589054483892655,6.904536858235756,417.2493946369874
42327.16801603931,279.67525562479693,203.3868565031016,8.550483092447966,13.758835833706884,46.3840637682621,4.179656266918069,4.029052709937867,503.7324283021422
17037.725367080428,348.0715105626569,179.79991660751622,6.378364493521163,12.092499340332497,81.59236187913102,4.165549905534822,7.808012211560277,590.060545946643
27776.180257279146,298.2267188011107,181.6891637214258,7.589868762328599,8.630090797509979,72.92328887809563,3.8079200615963935,7.036752103833548,417.63120188596497
13584.900245458712,333.38942610169323,205.1681610439848,3.777648006694034,15.627514479204764,51.85036617441004,4.197305124934162,6.548796520596996,327.9673430235868
16183.586649397506,334.0538854587382,218.0328397705385,7.390474095948067,16.354520235606856,47.10098206923328,4.274136884143136,8.783167623905637,389.0216156030328
22274.368371630822,319.0304951001364,184.7845747163865,9.72710331796349,11.89467312669234,87.29768614279809,2.9503609427959407,5.345887146753815,492.1354892509559
27244.63446956515,333.38942610169323,203.452715436736,6.604949593278323,11.095059550590406,68.92312794686404,5.600458570901245,5.6698187738947805,361.2384795958904
29307.12894458043,304.0317762783531,208.9080360528162,6.125585211067605,10.817158134503416,111.11530965742848,4.751858815287916,4.633202516472866,456.2148284792014
21558.308741146284,350.36370282930966,274.9687829357338,6.1128190829090325,12.610798619869795,66.54219804427565,5.477700313791723,10.600589992057158,331.12049587292546
11275.872655429052,399.2820813381721,194.1666252984787,7.266597743360296,15.213175742008843,34.4717533623224,2.909606161949619,7.035455515887571,427.8969072501079
31017.239417661684,269.8597989013723,174.35057661350817,8.21223430803513,9.320040152513002,51.54533466401799,3.8986708026972754,7.710137890814498,437.5140660747828
26362.965012309312,395.3894903418456,266.4210180681174,7.700063469729127,10.34895075743782,53.00838135392041,3.9915642477993063,7.035455515887571,364.48010670373776
15548.416673502205,330.39097625993696,173.63674203102448,5.018671102233063,11.147704109056631,87.48150459921058,3.2563013285827784,7.76202074451675,520.6407737607899
33737.28852434523,331.8381671295742,211.69729744028268,6.3008707021111,14.182396069373056,39.80290706509231,4.105495485312567,6.952511673596021,395.40700382157
26804.10949146879,399.25369012854185,182.14332829158508,5.73798825900627,9.20997214694586,48.93732850040156,4.208923205336376,5.973951249276727,481.9019289301629
19932.58522525505,317.70885391272355,223.26493624122736,5.770106829394267,13.556911202210015,89.45357544954436,3.877714249855098,7.473235376592182,590.3251264863392
17266.593421923077,328.3582406986835,140.7390622511396,10.056852484033495,11.256381166909478,56.9319064457562,4.824786389767524,5.400301780729467,472.8740732754293
